a,TSNE_1,TSNE_2,X,
8639,X22.160,2.66998769,1.276906914,Erythroblast_Klf1high(Fetal-liver)
8640,X26.160,2.228247193,1.371267253,Erythroblast_Klf1high(Fetal-liver)
8641,X27.160,1.93263823,1.504602766,Erythroblast_Klf1high(Fetal-liver)
8642,X28.160,2.486696881,1.283077442,Erythroblast_Klf1high(Fetal-liver)
8643,X29.160,2.375859269,1.291197714,Erythroblast_Klf1high(Fetal-liver)
8644,X35.160,2.211350786,1.317312102,Erythroblast_Klf1high(Fetal-liver)
8645,X36.160,2.387765071,1.182342357,Erythroblast_Klf1high(Fetal-liver)
8646,X38.160,2.44847475,1.319716198,Erythroblast_Klf1high(Fetal-liver)
8647,X49.160,2.498784644,1.243761047,Erythroblast_Klf1high(Fetal-liver)
8648,X40.160,2.617145818,1.263358328,Erythroblast_Klf1high(Fetal-liver)
8649,X41.160,2.747388675,1.222285768,Erythroblast_Klf1high(Fetal-liver)
8650,X42.160,2.361948765,1.378148254,Erythroblast_Klf1high(Fetal-liver)
8651,X43.160,2.641270663,1.342281602,Erythroblast_Klf1high(Fetal-liver)
8652,X44.160,2.677388627,1.313989111,Erythroblast_Klf1high(Fetal-liver)
8653,X45.160,2.555988614,1.307060695,Erythroblast_Klf1high(Fetal-liver)
8654,X46.160,2.263152609,1.298586585,Erythroblast_Klf1high(Fetal-liver)
8655,X47.160,2.446353822,1.310033709,Erythroblast_Klf1high(Fetal-liver)
8656,X3.161,4.163697709,-0.253578148,Stemandprogenitorcell(Fetal-liver)
8657,X0.162,4.104591203,-0.134154236,Stemandprogenitorcell(Fetal-liver)
8658,X19.161,4.301396186,-0.295675479,Stemandprogenitorcell(Fetal-liver)
8659,X24.161,4.499970504,-0.338973869,Stemandprogenitorcell(Fetal-liver)
8660,X33.161,3.952643338,-0.011821295,Stemandprogenitorcell(Fetal-liver)
8661,X48.193,3.685316177,0.213420327,Erythrocyteprogenitor_Car1high(Bone-Marrow_c-kit)
8662,X1.161,4.362093505,-0.348247263,Stemandprogenitorcell(Fetal-liver)
8663,X9.161,4.376920124,-0.404288937,Stemandprogenitorcell(Fetal-liver)
8664,X12.161,4.066849728,-0.172385423,Stemandprogenitorcell(Fetal-liver)
8665,X2.161,4.08425871,-0.187964393,Stemandprogenitorcell(Fetal-liver)
8666,X26.161,3.718989574,0.105794383,Stemandprogenitorcell(Fetal-liver)
8667,X29.161,4.198443177,-0.291175138,Stemandprogenitorcell(Fetal-liver)
8668,X7.161,3.930250479,-0.015394359,Stemandprogenitorcell(Fetal-liver)
8669,X8.161,4.252188299,-0.339276269,Stemandprogenitorcell(Fetal-liver)
8670,X31.161,4.255820576,-0.401758447,Stemandprogenitorcell(Fetal-liver)
8671,X6.161,4.464639001,-0.46137474,Stemandprogenitorcell(Fetal-liver)
8672,X4.161,4.519860456,-0.39798237,Stemandprogenitorcell(Fetal-liver)
8673,X13.161,4.563784899,-0.543478856,Stemandprogenitorcell(Fetal-liver)
8674,X5.161,3.974498976,-0.135005874,Stemandprogenitorcell(Fetal-liver)
8675,X22.191,4.671413567,-0.56307309,Monocyteprogenitor(Bone-Marrow_c-kit)
8676,X22.192,4.608323872,-0.613150941,Multipotentprogenitor_Ctla2ahigh(Bone-Marrow_c-kit)
8677,X13.193,3.75400402,0.314900523,Erythrocyteprogenitor_Car1high(Bone-Marrow_c-kit)
8678,X35.161,4.269681607,-0.380793418,Stemandprogenitorcell(Fetal-liver)
8679,X11.161,4.315193601,-0.363809982,Stemandprogenitorcell(Fetal-liver)
8680,X23.163,4.932068413,-0.991028438,Dendriticcell(Fetal-liver)
8681,X15.161,4.022414693,-0.072919097,Stemandprogenitorcell(Fetal-liver)
8682,X16.161,4.333935101,-0.442377099,Stemandprogenitorcell(Fetal-liver)
8683,X17.161,4.216990221,-0.329024569,Stemandprogenitorcell(Fetal-liver)
8684,X18.161,4.641443134,-0.323410013,Stemandprogenitorcell(Fetal-liver)
8685,X21.161,4.178742765,-0.222052621,Stemandprogenitorcell(Fetal-liver)
8686,X23.161,4.599348448,-0.468042689,Stemandprogenitorcell(Fetal-liver)
8687,X30.161,4.623830912,-0.449717177,Stemandprogenitorcell(Fetal-liver)
8688,X38.161,4.852838941,-0.512811221,Stemandprogenitorcell(Fetal-liver)
8689,X25.161,3.752143972,0.143989442,Stemandprogenitorcell(Fetal-liver)
8690,X26.191,6.019185632,-0.688680843,Monocyteprogenitor(Bone-Marrow_c-kit)
8691,X32.193,3.534612164,1.02235538,Erythrocyteprogenitor_Car1high(Bone-Marrow_c-kit)
8692,X19.192,4.716871177,-0.469587453,Multipotentprogenitor_Ctla2ahigh(Bone-Marrow_c-kit)
8693,X32.161,4.238612101,-0.261100921,Stemandprogenitorcell(Fetal-liver)
8694,X34.161,4.459243332,-0.408069475,Stemandprogenitorcell(Fetal-liver)
8695,X46.161,4.145863278,-0.240708689,Stemandprogenitorcell(Fetal-liver)
8696,X36.161,4.714423424,-0.744318552,Stemandprogenitorcell(Fetal-liver)
8697,X37.163,5.017553163,-1.046610097,Dendriticcell(Fetal-liver)
8698,X43.161,3.880609889,0.108317061,Stemandprogenitorcell(Fetal-liver)
8699,X37.161,3.842252987,0.18964986,Stemandprogenitorcell(Fetal-liver)
8700,X8.193,3.718435683,0.43617409,Erythrocyteprogenitor_Car1high(Bone-Marrow_c-kit)
8701,X38.163,4.682255387,-0.648599732,Dendriticcell(Fetal-liver)
8702,X39.161,4.254836652,-0.296191808,Stemandprogenitorcell(Fetal-liver)
8703,X25.193,3.951546687,-0.056615314,Erythrocyteprogenitor_Car1high(Bone-Marrow_c-kit)
8704,X40.161,4.587263739,-0.409621469,Stemandprogenitorcell(Fetal-liver)
8705,X47.191,4.622218395,-0.423831751,Monocyteprogenitor(Bone-Marrow_c-kit)
8706,X41.161,3.062014724,0.778870531,Stemandprogenitorcell(Fetal-liver)
8707,X21.163,5.131206947,-1.215202619,Dendriticcell(Fetal-liver)
8708,X42.161,4.924094566,-1.005506447,Stemandprogenitorcell(Fetal-liver)
8709,X31.163,5.081571393,-1.233981298,Dendriticcell(Fetal-liver)
8710,X47.163,4.731917579,-0.762019156,Dendriticcell(Fetal-liver)
8711,X45.161,4.186593245,-0.261144046,Stemandprogenitorcell(Fetal-liver)
8712,X49.192,4.256089905,-0.35934595,Multipotentprogenitor_Ctla2ahigh(Bone-Marrow_c-kit)
8713,X16.193,3.469965955,0.444205065,Erythrocyteprogenitor_Car1high(Bone-Marrow_c-kit)
8714,X10.192,4.888016796,-0.549283011,Multipotentprogenitor_Ctla2ahigh(Bone-Marrow_c-kit)
8715,X13.162,6.544902003,0.31997849,Neutrophil_Elanehigh(Fetal-liver)
8716,X40.188,6.768371839,-0.021908082,Monocyteprogenitorcell_Ctsghigh(Bone-Marrow_c-kit)
8717,X2.162,6.26963684,-0.371110748,Neutrophil_Elanehigh(Fetal-liver)
8718,X3.162,5.898669922,-0.409232143,Neutrophil_Elanehigh(Fetal-liver)
8719,X12.162,5.915514977,-0.351396384,Neutrophil_Elanehigh(Fetal-liver)
8720,X38.162,6.111120497,-0.412748502,Neutrophil_Elanehigh(Fetal-liver)
8721,X42.162,5.258429711,-0.424079347,Neutrophil_Elanehigh(Fetal-liver)
8722,X4.162,5.13557074,-0.432135626,Neutrophil_Elanehigh(Fetal-liver)
8723,X5.162,5.559627272,-0.410639514,Neutrophil_Elanehigh(Fetal-liver)
8724,X28.162,6.186057612,-0.337963902,Neutrophil_Elanehigh(Fetal-liver)
8725,X7.162,6.265686668,-0.393627906,Neutrophil_Elanehigh(Fetal-liver)
8726,X16.162,7.112185339,0.617734069,Neutrophil_Elanehigh(Fetal-liver)
8727,X28.190,7.299061715,0.750634681,Monocyteprogenitorcell_Prtn3high(Bone-Marrow_c-kit)
8728,X9.162,6.796087166,-0.025643186,Neutrophil_Elanehigh(Fetal-liver)
8729,X10.162,6.290675694,-0.376660529,Neutrophil_Elanehigh(Fetal-liver)
8730,X11.162,6.181262389,-0.336996932,Neutrophil_Elanehigh(Fetal-liver)
8731,X30.162,6.988225362,0.476683195,Neutrophil_Elanehigh(Fetal-liver)
8732,X38.188,6.93767397,0.361090504,Monocyteprogenitorcell_Ctsghigh(Bone-Marrow_c-kit)
8733,X5.188,7.118832563,0.604502505,Monocyteprogenitorcell_Ctsghigh(Bone-Marrow_c-kit)
8734,X15.162,7.04956579,0.466086298,Neutrophil_Elanehigh(Fetal-liver)
8735,X17.162,6.074226352,-0.555121699,Neutrophil_Elanehigh(Fetal-liver)
8736,X18.162,6.332160345,-0.330306119,Neutrophil_Elanehigh(Fetal-liver)
8737,X19.162,6.600455688,-0.199091722,Neutrophil_Elanehigh(Fetal-liver)
8738,X20.162,6.177557376,-0.303387991,Neutrophil_Elanehigh(Fetal-liver)
8739,X16.192,6.092488228,-0.583658324,Multipotentprogenitor_Ctla2ahigh(Bone-Marrow_c-kit)
8740,X22.162,5.676619225,-0.398754649,Neutrophil_Elanehigh(Fetal-liver)
8741,X23.162,6.240617566,-0.366613235,Neutrophil_Elanehigh(Fetal-liver)
8742,X24.162,5.598728662,-0.397001939,Neutrophil_Elanehigh(Fetal-liver)
8743,X25.162,3.583860249,0.242148756,Neutrophil_Elanehigh(Fetal-liver)
8744,X26.162,6.104251512,-0.34953188,Neutrophil_Elanehigh(Fetal-liver)
8745,X29.162,4.839527338,-0.461345694,Neutrophil_Elanehigh(Fetal-liver)
8746,X31.162,5.980032194,-0.574590381,Neutrophil_Elanehigh(Fetal-liver)
8747,X32.162,6.305077992,-0.418135728,Neutrophil_Elanehigh(Fetal-liver)
8748,X7.188,6.39254008,-0.414916298,Monocyteprogenitorcell_Ctsghigh(Bone-Marrow_c-kit)
8749,X33.162,6.434371327,0.168278288,Neutrophil_Elanehigh(Fetal-liver)
8750,X34.162,6.577837149,-0.229791594,Neutrophil_Elanehigh(Fetal-liver)
8751,X35.162,6.331778988,-0.19070476,Neutrophil_Elanehigh(Fetal-liver)
8752,X36.162,7.008823917,0.339986602,Neutrophil_Elanehigh(Fetal-liver)
8753,X37.162,6.764585626,-0.030636275,Neutrophil_Elanehigh(Fetal-liver)
8754,X40.162,6.117145554,-0.711536561,Neutrophil_Elanehigh(Fetal-liver)
8755,X43.162,5.887335434,-0.671572574,Neutrophil_Elanehigh(Fetal-liver)
8756,X32.191,5.979411613,-0.833126321,Monocyteprogenitor(Bone-Marrow_c-kit)
8757,X44.162,7.27739198,0.784427915,Neutrophil_Elanehigh(Fetal-liver)
8758,X46.162,6.04343801,-0.533473785,Neutrophil_Elanehigh(Fetal-liver)
8759,X47.162,5.351811478,-0.407288258,Neutrophil_Elanehigh(Fetal-liver)
8760,X48.162,6.098044309,-0.568209514,Neutrophil_Elanehigh(Fetal-liver)
8761,X25.163,5.918192902,-1.420552428,Dendriticcell(Fetal-liver)
8762,X26.163,5.335197329,-1.721018356,Dendriticcell(Fetal-liver)
8763,X4.163,5.325047454,-1.495644494,Dendriticcell(Fetal-liver)
8764,X33.163,5.359364925,-1.519939403,Dendriticcell(Fetal-liver)
8765,X17.168,5.19880238,-1.462092689,Macrophage_Lyz2high(Fetal_Intestine)
8766,X5.163,5.766119383,-2.378112954,Dendriticcell(Fetal-liver)
8767,X20.163,5.002884229,-1.029554197,Dendriticcell(Fetal-liver)
8768,X14.163,4.984335891,-1.015701101,Dendriticcell(Fetal-liver)
8769,X7.163,5.123068456,-1.155902462,Dendriticcell(Fetal-liver)
8770,X8.163,5.615195583,-1.492376259,Dendriticcell(Fetal-liver)
8771,X16.163,5.727650823,-1.478711025,Dendriticcell(Fetal-liver)
8772,X39.163,5.634459062,-1.606311171,Dendriticcell(Fetal-liver)
8773,X42.163,5.500923942,-1.498212756,Dendriticcell(Fetal-liver)
8774,X11.163,5.131463186,-1.932821915,Dendriticcell(Fetal-liver)
8775,X9.163,5.155656953,-1.89562088,Dendriticcell(Fetal-liver)
8776,X1.168,5.095293638,-2.040781094,Macrophage_Lyz2high(Fetal_Intestine)
8777,X20.168,5.197709342,-1.717077732,Macrophage_Lyz2high(Fetal_Intestine)
8778,X29.168,5.168645609,-1.780297983,Macrophage_Lyz2high(Fetal_Intestine)
8779,X29.163,5.363893346,-1.58156285,Dendriticcell(Fetal-liver)
8780,X10.163,5.27486609,-1.61700317,Dendriticcell(Fetal-liver)
8781,X23.168,5.048299249,-2.023592834,Macrophage_Lyz2high(Fetal_Intestine)
8782,X12.163,5.150360954,-1.384315335,Dendriticcell(Fetal-liver)
8783,X40.163,5.175481249,-1.518129135,Dendriticcell(Fetal-liver)
8784,X17.163,5.114369666,-1.872233271,Dendriticcell(Fetal-liver)
8785,X36.163,5.305409564,-1.288529672,Dendriticcell(Fetal-liver)
8786,X22.163,5.457542968,-1.460501477,Dendriticcell(Fetal-liver)
8787,X27.163,5.381123405,-1.64134276,Dendriticcell(Fetal-liver)
8788,X11.168,4.781867501,-2.444663609,Macrophage_Lyz2high(Fetal_Intestine)
8789,X28.163,4.685119287,-2.55647746,Dendriticcell(Fetal-liver)
8790,X18.168,4.620435883,-2.617580628,Macrophage_Lyz2high(Fetal_Intestine)
8791,X19.168,4.629483998,-2.567605687,Macrophage_Lyz2high(Fetal_Intestine)
8792,X36.168,4.653010598,-2.627416807,Macrophage_Lyz2high(Fetal_Intestine)
8793,X41.168,4.765628887,-2.485339408,Macrophage_Lyz2high(Fetal_Intestine)
8794,X30.163,6.020282549,-2.000062681,Dendriticcell(Fetal-liver)
8795,X16.168,5.161817794,-1.368847196,Macrophage_Lyz2high(Fetal_Intestine)
8796,X32.163,6.018583759,-1.198727373,Dendriticcell(Fetal-liver)
8797,X46.163,5.515282111,-2.194324543,Dendriticcell(Fetal-liver)
8798,X35.163,5.99737728,-1.167956437,Dendriticcell(Fetal-liver)
8799,X48.163,5.912485153,-1.435958938,Dendriticcell(Fetal-liver)
8800,X22.168,5.123805292,-1.756118409,Macrophage_Lyz2high(Fetal_Intestine)
8801,X41.163,5.490685623,-1.099201506,Dendriticcell(Fetal-liver)
8802,X0.165,0.746505687,5.380765444,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8803,X36.166,0.708006681,5.150026609,Stromalcell_Adamdec1high(Fetal_Intestine)
8804,X5.164,0.361910072,4.094924157,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8805,X47.164,0.363209074,4.271030065,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8806,X32.164,0.557909366,4.013209482,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8807,X8.164,1.183570248,4.224962682,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8808,X6.183,1.423348919,4.291249644,StromalCell_Cxcl14high(Embryonic-Mesenchyme)
8809,X25.164,0.689306038,3.988725734,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8810,X11.164,0.625574846,4.467464504,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8811,X12.164,0.770533513,4.134191588,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8812,X48.164,0.685446825,4.004326753,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8813,X13.164,0.209686394,4.48753804,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8814,X15.164,0.012916887,3.436788459,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8815,X49.170,0.103681781,3.543357557,Enterocyteprogenitor(Fetal_Intestine)
8816,X7.185,0.181148163,3.638791173,Muscle(Embryonic-Mesenchyme)
8817,X20.164,0.783030897,4.358981314,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8818,X23.166,0.819527188,4.501121831,Stromalcell_Adamdec1high(Fetal_Intestine)
8819,X27.164,0.316747232,3.709352688,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8820,X25.170,0.283078172,3.821631105,Enterocyteprogenitor(Fetal_Intestine)
8821,X28.164,0.555737828,3.716190963,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8822,X29.164,0.332624992,3.911522885,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8823,X34.164,0.592647994,3.800570951,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8824,X40.164,0.849209527,4.694480679,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8825,X41.164,0.298648675,4.36020338,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8826,X43.164,1.158756042,4.225024199,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8827,X44.164,0.532522487,4.032394392,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8828,X45.164,0.449004517,4.500991561,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8829,X21.170,0.279099979,4.438685555,Enterocyteprogenitor(Fetal_Intestine)
8830,X46.164,0.695580155,4.211435813,Enterocyteprogenitor_late_Ube2chigh(Fetal_Intestine)
8831,X0.166,-0.360889298,3.661007452,Neuronalcell_Fabp7high(Fetal_Intestine)
8832,X12.165,-0.540372437,3.780647447,Neuronalcell_Fabp7high(Fetal_Intestine)
8833,X1.165,-0.40998755,3.909332239,Neuronalcell_Fabp7high(Fetal_Intestine)
8834,X2.165,-1.495089768,4.241287104,Neuronalcell_Fabp7high(Fetal_Intestine)
8835,X7.165,-1.544837687,4.262003143,Neuronalcell_Fabp7high(Fetal_Intestine)
8836,X47.165,-1.53192649,4.246413753,Neuronalcell_Fabp7high(Fetal_Intestine)
8837,X9.176,-1.493302505,4.212334085,Neuron_tuba1chigh(Fetal_Brain)
8838,X27.176,-1.723130616,4.419322286,Neuron_tuba1chigh(Fetal_Brain)
8839,X31.176,-1.407896446,4.079120513,Neuron_tuba1chigh(Fetal_Brain)
8840,X4.165,-0.529596072,3.762409544,Neuronalcell_Fabp7high(Fetal_Intestine)
8841,X3.165,-0.677739133,3.826679427,Neuronalcell_Fabp7high(Fetal_Intestine)
8842,X9.165,-0.921828451,3.889437315,Neuronalcell_Fabp7high(Fetal_Intestine)
8843,X33.165,-0.53391868,3.777651329,Neuronalcell_Fabp7high(Fetal_Intestine)
8844,X34.165,-0.800101404,3.935035454,Neuronalcell_Fabp7high(Fetal_Intestine)
8845,X14.165,-0.449514499,3.708132908,Neuronalcell_Fabp7high(Fetal_Intestine)
8846,X31.165,-0.590921422,3.784611326,Neuronalcell_Fabp7high(Fetal_Intestine)
8847,X6.165,-0.354230609,3.728927276,Neuronalcell_Fabp7high(Fetal_Intestine)
8848,X13.165,-1.396433016,4.210360166,Neuronalcell_Fabp7high(Fetal_Intestine)
8849,X39.165,-1.452735324,4.150565156,Neuronalcell_Fabp7high(Fetal_Intestine)
8850,X8.165,0.183486042,3.543398876,Neuronalcell_Fabp7high(Fetal_Intestine)
8851,X28.165,-1.26828035,4.07348096,Neuronalcell_Fabp7high(Fetal_Intestine)
8852,X10.165,-1.287423802,4.059609682,Neuronalcell_Fabp7high(Fetal_Intestine)
8853,X21.165,-0.400923879,3.926784141,Neuronalcell_Fabp7high(Fetal_Intestine)
8854,X44.165,-1.330550315,4.088791178,Neuronalcell_Fabp7high(Fetal_Intestine)
8855,X11.165,0.229893345,4.050345324,Neuronalcell_Fabp7high(Fetal_Intestine)
8856,X40.165,-1.28873802,4.223194424,Neuronalcell_Fabp7high(Fetal_Intestine)
8857,X23.176,-1.821144138,4.557510478,Neuron_tuba1chigh(Fetal_Brain)
8858,X15.165,0.033384015,4.014959966,Neuronalcell_Fabp7high(Fetal_Intestine)
8859,X8.170,0.093355604,3.842982334,Enterocyteprogenitor(Fetal_Intestine)
8860,X9.185,-0.092845395,3.968830422,Muscle(Embryonic-Mesenchyme)
8861,X19.165,-1.534401544,4.316599586,Neuronalcell_Fabp7high(Fetal_Intestine)
8862,X17.165,-1.524900254,4.353892086,Neuronalcell_Fabp7high(Fetal_Intestine)
8863,X24.165,-1.654451994,4.464588999,Neuronalcell_Fabp7high(Fetal_Intestine)
8864,X35.165,-1.49126511,4.280747841,Neuronalcell_Fabp7high(Fetal_Intestine)
8865,X38.165,-1.483297326,4.261848216,Neuronalcell_Fabp7high(Fetal_Intestine)
8866,X44.185,-1.363076029,4.307344492,Muscle(Embryonic-Mesenchyme)
8867,X46.165,-0.422914405,3.689771116,Neuronalcell_Fabp7high(Fetal_Intestine)
8868,X22.165,0.523416341,5.043924723,Neuronalcell_Fabp7high(Fetal_Intestine)
8869,X49.167,0.630211189,4.968055624,Entericmusclecell(Fetal_Intestine)
8870,X25.176,-1.862400841,4.675117229,Neuron_tuba1chigh(Fetal_Brain)
8871,X33.185,-1.87691023,4.704441172,Muscle(Embryonic-Mesenchyme)
8872,X25.165,-1.647767261,4.382265203,Neuronalcell_Fabp7high(Fetal_Intestine)
8873,X35.176,-2.074953181,4.79761662,Neuron_tuba1chigh(Fetal_Brain)
8874,X27.165,-0.286115898,3.840210681,Neuronalcell_Fabp7high(Fetal_Intestine)
8875,X29.165,-1.355839174,4.153661642,Neuronalcell_Fabp7high(Fetal_Intestine)
8876,X30.165,-1.690829642,4.455440015,Neuronalcell_Fabp7high(Fetal_Intestine)
8877,X13.176,-1.494090892,4.249231667,Neuron_tuba1chigh(Fetal_Brain)
8878,X37.165,-0.015711724,3.690511338,Neuronalcell_Fabp7high(Fetal_Intestine)
8879,X41.165,-0.543539516,3.682506015,Neuronalcell_Fabp7high(Fetal_Intestine)
8880,X42.165,0.062801408,3.772691891,Neuronalcell_Fabp7high(Fetal_Intestine)
8881,X28.185,-0.162013515,4.159540064,Muscle(Embryonic-Mesenchyme)
8882,X43.165,-1.488161811,4.268133097,Neuronalcell_Fabp7high(Fetal_Intestine)
8883,X25.178,-1.728731349,4.532430746,Radialglia_Vimhigh(Fetal_Brain)
8884,X45.165,-0.582501588,3.816443657,Neuronalcell_Fabp7high(Fetal_Intestine)
8885,X30.176,-1.527071423,4.226786593,Neuron_tuba1chigh(Fetal_Brain)
8886,X48.165,0.107651452,3.785658574,Neuronalcell_Fabp7high(Fetal_Intestine)
8887,X0.167,0.347554682,3.754687755,Stromalcell_Adamdec1high(Fetal_Intestine)
8888,X3.166,0.980876644,4.423847402,Stromalcell_Adamdec1high(Fetal_Intestine)
8889,X30.171,1.1385947,4.489135199,Stromalcell_Stmn2high(Fetal_Intestine)
8890,X6.166,0.480159885,4.064740122,Stromalcell_Adamdec1high(Fetal_Intestine)
8891,X12.166,0.522127411,4.1257305,Stromalcell_Adamdec1high(Fetal_Intestine)
8892,X19.166,1.22328352,4.407196732,Stromalcell_Adamdec1high(Fetal_Intestine)
8893,X20.166,0.234489696,3.93130565,Stromalcell_Adamdec1high(Fetal_Intestine)
8894,X27.166,0.401718565,4.006922546,Stromalcell_Adamdec1high(Fetal_Intestine)
8895,X21.166,0.679335371,5.064940697,Stromalcell_Adamdec1high(Fetal_Intestine)
8896,X24.166,0.944553864,4.898349718,Stromalcell_Adamdec1high(Fetal_Intestine)
8897,X16.185,0.109771095,3.718353304,Muscle(Embryonic-Mesenchyme)
8898,X28.166,0.923206713,4.06956362,Stromalcell_Adamdec1high(Fetal_Intestine)
8899,X32.166,1.124222997,4.189578098,Stromalcell_Adamdec1high(Fetal_Intestine)
8900,X34.166,1.069020777,4.151554176,Stromalcell_Adamdec1high(Fetal_Intestine)
8901,X35.166,0.347623273,4.526051548,Stromalcell_Adamdec1high(Fetal_Intestine)
8902,X38.166,0.427301262,3.779866816,Stromalcell_Adamdec1high(Fetal_Intestine)
8903,X39.166,0.990409207,4.864588636,Stromalcell_Adamdec1high(Fetal_Intestine)
8904,X19.183,1.763526849,4.398208737,StromalCell_Cxcl14high(Embryonic-Mesenchyme)
8905,X46.183,1.717747379,4.4748548,StromalCell_Cxcl14high(Embryonic-Mesenchyme)
8906,X49.166,0.67241621,3.971011666,Stromalcell_Adamdec1high(Fetal_Intestine)
8907,X3.167,0.828502233,6.83943163,Entericmusclecell(Fetal_Intestine)
8908,X25.167,0.83562612,6.823959918,Entericmusclecell(Fetal_Intestine)
8909,X36.167,0.846626546,6.840218536,Entericmusclecell(Fetal_Intestine)
8910,X4.167,0.896621477,6.571564048,Entericmusclecell(Fetal_Intestine)
8911,X45.167,0.932849971,6.514207306,Entericmusclecell(Fetal_Intestine)
8912,X48.167,0.927635004,6.561675066,Entericmusclecell(Fetal_Intestine)
8913,X12.167,0.818502563,6.852680093,Entericmusclecell(Fetal_Intestine)
8914,X7.167,0.784550514,6.88864285,Entericmusclecell(Fetal_Intestine)
8915,X40.167,0.792296874,6.877175805,Entericmusclecell(Fetal_Intestine)
8916,X11.167,0.8225102,5.804658452,Entericmusclecell(Fetal_Intestine)
8917,X42.167,0.886948189,6.251062643,Entericmusclecell(Fetal_Intestine)
8918,X13.167,0.895805125,6.409822177,Entericmusclecell(Fetal_Intestine)
8919,X14.167,0.8255165,6.813870332,Entericmusclecell(Fetal_Intestine)
8920,X15.167,0.896295222,6.423869455,Entericmusclecell(Fetal_Intestine)
8921,X16.167,0.88922664,6.21255453,Entericmusclecell(Fetal_Intestine)
8922,X28.167,0.871084207,6.697900581,Entericmusclecell(Fetal_Intestine)
8923,X18.167,0.887732877,6.355789129,Entericmusclecell(Fetal_Intestine)
8924,X20.167,0.847152879,6.757812198,Entericmusclecell(Fetal_Intestine)
8925,X22.167,0.904524898,6.588497654,Entericmusclecell(Fetal_Intestine)
8926,X24.167,0.909515314,6.493437305,Entericmusclecell(Fetal_Intestine)
8927,X26.167,0.879604825,6.3901312,Entericmusclecell(Fetal_Intestine)
8928,X29.167,0.628336256,5.126422594,Entericmusclecell(Fetal_Intestine)
8929,X38.167,0.830716006,6.82914784,Entericmusclecell(Fetal_Intestine)
8930,X39.167,0.850495512,6.801090197,Entericmusclecell(Fetal_Intestine)
8931,X41.167,0.904469933,6.445825683,Entericmusclecell(Fetal_Intestine)
8932,X47.167,0.870868839,6.860828363,Entericmusclecell(Fetal_Intestine)
8933,X8.168,4.552064142,-2.764080488,Macrophage_Lyz2high(Fetal_Intestine)
8934,X0.169,4.56973787,-2.759873754,Macrophage_Lyz2high(Fetal_Intestine)
8935,X10.168,4.677430392,-2.613045094,Macrophage_Lyz2high(Fetal_Intestine)
8936,X46.168,4.656336464,-2.64687143,Macrophage_Lyz2high(Fetal_Intestine)
8937,X27.168,4.997790441,-2.107394013,Macrophage_Lyz2high(Fetal_Intestine)
8938,X2.168,5.123955769,-1.768757317,Macrophage_Lyz2high(Fetal_Intestine)
8939,X6.168,5.164578796,-1.816954778,Macrophage_Lyz2high(Fetal_Intestine)
8940,X3.168,5.007654952,-2.167598822,Macrophage_Lyz2high(Fetal_Intestine)
8941,X4.168,4.555626605,-2.746472149,Macrophage_Lyz2high(Fetal_Intestine)
8942,X14.168,4.660044279,-2.656816554,Macrophage_Lyz2high(Fetal_Intestine)
8943,X25.168,3.728356635,-3.590455523,Macrophage_Lyz2high(Fetal_Intestine)
8944,X43.168,4.70466801,-2.586856377,Macrophage_Lyz2high(Fetal_Intestine)
8945,X7.168,4.186529722,-2.855454472,Macrophage_Lyz2high(Fetal_Intestine)
8946,X21.168,4.560638628,-2.641101564,Macrophage_Lyz2high(Fetal_Intestine)
8947,X28.182,4.416485397,-2.810712584,Macrophage(Embryonic-Mesenchyme)
8948,X49.182,3.960279297,-3.286286938,Macrophage(Embryonic-Mesenchyme)
8949,X32.168,4.564497611,-2.796474932,Macrophage_Lyz2high(Fetal_Intestine)
8950,X49.168,4.859260506,-2.453846312,Macrophage_Lyz2high(Fetal_Intestine)
8951,X12.168,5.807499883,-2.421107805,Macrophage_Lyz2high(Fetal_Intestine)
8952,X13.168,4.309368693,-2.921048057,Macrophage_Lyz2high(Fetal_Intestine)
8953,X44.168,3.907895937,-3.358934407,Macrophage_Lyz2high(Fetal_Intestine)
